Algorytm;Poziom_trudnosci;Czas_ms;Odwiedzone_stany;Przetworzone_stany;Max_glebokosc
A* (Manh);7;0.075;9;4;3
A* (Hamm);7;0.034;9;4;3
BFS;7;0.064;40;17;3
DFS;7;3552.284;1670674;1670665;20
A* (Manh);7;0.075;7;4;3
A* (Hamm);7;0.033;7;4;3
BFS;7;0.069;40;17;3
DFS;7;3413.457;1670674;1670665;20
A* (Manh);7;0.072;7;4;3
A* (Hamm);7;0.027;7;4;3
BFS;7;0.122;72;35;3
DFS;7;321.503;169889;169875;20
A* (Manh);7;0.079;9;4;3
A* (Hamm);7;0.032;9;4;3
BFS;7;0.318;204;96;5
DFS;7;163.792;87580;87564;20
A* (Manh);7;0.129;16;6;5
A* (Hamm);7;0.056;16;6;5
BFS;7;0.066;40;17;3
DFS;7;3372.61;1670674;1670665;20
A* (Manh);7;0.147;7;4;3
A* (Hamm);7;0.03;7;4;3
BFS;7;0.294;186;88;5
DFS;7;2776.526;1401178;1401175;20
A* (Manh);7;0.107;12;6;5
A* (Hamm);7;0.044;12;6;5
BFS;7;0.166;66;32;3
DFS;7;292.212;156007;155993;20
A* (Manh);7;0.086;10;4;3
A* (Hamm);7;0.034;10;4;3
BFS;7;0.096;59;28;3
DFS;7;135.722;73949;73933;20
A* (Manh);7;0.097;9;4;3
A* (Hamm);7;0.032;9;4;3
BFS;7;0.384;246;118;5
DFS;7;846.421;431401;431392;20
A* (Manh);7;0.104;12;6;5
A* (Hamm);7;0.068;19;9;5
BFS;7;0.246;160;73;5
DFS;7;127.501;69286;69271;20
A* (Manh);7;0.164;11;6;5
A* (Hamm);7;0.042;11;6;5
BFS;7;1.522;923;436;7
DFS;7;2251.896;1145576;1145566;20
A* (Manh);7;0.306;22;11;7
A* (Hamm);7;0.108;29;15;7
BFS;7;0.019;9;4;1
DFS;7;8636.049;4216280;4216280;20
A* (Manh);7;0.043;4;2;1
A* (Hamm);7;0.016;4;2;1
BFS;7;0.381;240;113;5
DFS;7;239.37;128126;128112;20
A* (Manh);7;0.1;12;6;5
A* (Hamm);7;0.043;12;6;5
BFS;7;0.113;69;33;3
DFS;7;193.724;103516;103502;20
A* (Manh);7;0.084;10;4;3
A* (Hamm);7;0.035;10;4;3
BFS;7;0.018;9;4;1
DFS;7;8668.811;4224796;4224796;20
A* (Manh);7;0.044;4;2;1
A* (Hamm);7;0.017;4;2;1
BFS;7;0.07;40;17;3
DFS;7;3524.655;1670674;1670665;20
A* (Manh);7;0.072;7;4;3
A* (Hamm);7;0.028;7;4;3
BFS;7;0.122;72;35;3
DFS;7;1415.224;689855;689841;20
A* (Manh);7;0.093;10;4;3
A* (Hamm);7;0.035;10;4;3
BFS;7;0.328;206;97;5
DFS;7;911.009;468764;468752;20
A* (Manh);7;0.122;15;6;5
A* (Hamm);7;0.051;15;6;5
BFS;7;0.285;179;85;5
DFS;7;1369.986;704556;704545;20
A* (Manh);7;0.187;13;6;5
A* (Hamm);7;0.07;13;6;5
BFS;7;0.086;40;17;3
DFS;7;3377.427;1681834;1681827;20
A* (Manh);7;0.407;7;4;3
A* (Hamm);7;0.031;7;4;3
BFS;7;0.02;9;4;1
DFS;7;9019.724;4216280;4216280;20
A* (Manh);7;0.042;4;2;1
A* (Hamm);7;0.016;4;2;1
BFS;7;0.021;9;4;1
DFS;7;8759.212;4216280;4216280;20
A* (Manh);7;0.044;4;2;1
A* (Hamm);7;0.021;4;2;1
BFS;7;0.947;576;276;7
DFS;7;119.698;63196;63181;20
A* (Manh);7;0.142;17;8;7
A* (Hamm);7;0.062;17;8;7
BFS;7;0.341;215;103;5
DFS;7;336.088;173887;173871;20
A* (Manh);7;0.117;14;6;5
A* (Hamm);7;0.05;14;6;5
BFS;7;0.118;72;35;3
DFS;7;1359.955;689855;689841;20
A* (Manh);7;0.088;10;4;3
A* (Hamm);7;0.035;10;4;3
BFS;7;0.019;9;4;1
DFS;7;8901.956;4224796;4224796;20
A* (Manh);7;0.043;4;2;1
A* (Hamm);7;0.016;4;2;1
BFS;7;0.119;69;33;3
DFS;7;200.741;103516;103502;20
A* (Manh);7;0.082;10;4;3
A* (Hamm);7;0.034;10;4;3
BFS;7;0.019;9;4;1
DFS;7;8870.443;4216280;4216280;20
A* (Manh);7;0.043;4;2;1
A* (Hamm);7;0.016;4;2;1
BFS;7;0.31;192;90;5
DFS;7;803.841;415084;415072;20
A* (Manh);7;0.117;14;6;5
A* (Hamm);7;0.049;14;6;5
BFS;7;0.256;162;76;5
DFS;7;914.208;465618;465605;20
A* (Manh);7;0.126;15;7;5
A* (Hamm);7;0.063;18;8;5
BFS;7;0.104;63;30;3
DFS;7;285.71;150490;150475;20
A* (Manh);7;0.085;10;4;3
A* (Hamm);7;0.034;10;4;3
BFS;7;0.019;9;4;1
DFS;7;8955.761;4224796;4224796;20
A* (Manh);7;0.042;4;2;1
A* (Hamm);7;0.016;4;2;1
BFS;7;0.068;40;17;3
DFS;7;3417.905;1670674;1670665;20
A* (Manh);7;0.073;7;4;3
A* (Hamm);7;0.027;7;4;3
BFS;7;0.019;9;4;1
DFS;7;9070.644;4216280;4216280;20
A* (Manh);7;0.043;4;2;1
A* (Hamm);7;0.016;4;2;1
BFS;7;0.071;40;17;3
DFS;7;3379.482;1681834;1681827;20
A* (Manh);7;0.365;7;4;3
A* (Hamm);7;0.03;7;4;3
BFS;7;0.257;160;73;5
DFS;7;128.158;69286;69271;20
A* (Manh);7;0.094;11;6;5
A* (Hamm);7;0.042;11;6;5
BFS;7;0.368;240;113;5
DFS;7;1431.327;727496;727483;20
A* (Manh);7;0.126;15;6;5
A* (Hamm);7;0.052;15;6;5
